,country,company,total_pack_size_ml_g,unit_pack_size_ml_g,price_per_100g_ml_dollars,ingredients
2813,UK,Brand 0,75.0,75.0,4.92,27
2814,Vietnam,Brand 0,,75.0,3.2,20
2815,Vietnam,Brand 501,100.0,100.0,1.76,18
2816,UK,Brand 390,75.0,75.0,1.59,19
2817,UK,Brand 390,75.0,75.0,2.12,24
2818,China,Brand 696,112.0,112.0,0.79,2
2819,China,Brand 12,80.0,80.0,3.19,25
2820,Spain,Brand 697,20.0,20.0,33.45,19
2821,Netherlands,Brand 478,75.0,75.0,9.99,25
2822,Netherlands,Brand 1,75.0,75.0,5.79,27
2823,Netherlands,Brand 7,75.0,75.0,4.63,16
2824,Ireland,Brand 5,75.0,75.0,5.31,26
2825,Hong Kong - China,Brand 12,160.0,160.0,1.64,24
2826,Chile,Brand 21,100.0,100.0,8.16,14
2827,Germany,Brand 43,125.0,125.0,0.55,23
2828,Canada,Brand 698,119.0,119.0,4.28,30
2829,Canada,Brand 699,113.0,113.0,6.32,14
2830,Brazil,Brand 25,90.0,90.0,0.59,19
2831,Germany,Brand 0,75.0,75.0,0.92,26
2832,South Korea,Brand 2,100.0,100.0,6.28,2
2833,Germany,Brand 43,125.0,125.0,1.99,32
2834,Hong Kong - China,Brand 12,120.0,120.0,3.28,25
2835,Denmark,Brand 21,75.0,75.0,5.59,21
2836,Brazil,Brand 0,90.0,90.0,1.44,40
2837,Germany,Brand 243,125.0,125.0,0.39,21
2838,Turkey,Brand 700,125.0,125.0,0.88,20
2839,Poland,Brand 584,50.0,50.0,11.02,22
2840,Finland,Brand 631,75.0,75.0,9.59,26
2841,South Africa,Brand 1,150.0,150.0,1.07,35
2842,South Africa,Brand 0,75.0,75.0,3.63,31
2843,South Africa,Brand 1,100.0,100.0,1.61,26
2844,India,Brand 93,75.0,75.0,1.93,22
2845,India,Brand 68,300.0,150.0,0.68,27
2846,India,Brand 66,400.0,200.0,0.28,19
2847,India,Brand 8,200.0,200.0,0.54,30
2848,Chile,Brand 21,100.0,100.0,2.71,38
2849,China,Brand 185,120.0,120.0,5.34,19
2850,Switzerland,Brand 485,75.0,75.0,10.76,23
2851,Germany,Brand 243,75.0,75.0,1.25,37
2852,Mexico,Brand 5,75.0,75.0,1.03,31
2853,UK,Brand 21,100.0,100.0,3.96,29
2854,USA,Brand 105,113.4,113.4,4.4,18
2855,USA,Brand 105,133.25,133.25,4.5,25
2856,China,Brand 701,100.0,100.0,1.08,19
2857,UK,Brand 21,75.0,75.0,8.63,20
2858,Brazil,Brand 5,140.0,140.0,2.8,26
2859,UK,Brand 5,100.0,100.0,5.96,31
2860,Taiwan - China,Brand 702,140.0,140.0,1.42,6
2861,Taiwan - China,Brand 296,90.0,90.0,7.09,21
2862,Germany,Brand 0,75.0,75.0,4.79,29
2863,Vietnam,Brand 0,160.0,160.0,1.0,28
2864,Spain,Brand 24,75.0,75.0,3.47,33
2865,Germany,Brand 5,75.0,75.0,4.75,24
2866,Ireland,Brand 0,75.0,75.0,7.53,28
2867,China,Brand 632,100.0,100.0,3.12,26
2868,India,Brand 67,100.0,100.0,1.26,10
2869,Austria,Brand 24,75.0,75.0,3.6,35
2870,Austria,Brand 0,75.0,75.0,4.95,29
2871,Greece,Brand 703,125.0,125.0,1.01,26
2872,Spain,Brand 0,57.0,19.0,6.51,24
2873,UK,Brand 0,75.0,75.0,11.65,30
2874,Switzerland,Brand 76,75.0,75.0,5.03,21
2875,Thailand,Brand 0,100.0,100.0,4.15,28
2876,Switzerland,Brand 5,75.0,75.0,5.52,23
2877,Israel,Brand 0,75.0,75.0,10.01,30
2878,USA,Brand 9,42.52,42.52,7.17,18
2879,Thailand,Brand 330,130.0,130.0,2.2,28
2880,Philippines,Brand 179,150.0,150.0,1.05,37
2881,India,Brand 0,40.0,40.0,0.45,17
2882,South Africa,Brand 1,100.0,100.0,1.57,31
2883,Thailand,Brand 215,100.0,100.0,3.51,24
2884,India,Brand 704,45.0,45.0,10.0,15
2885,India,Brand 68,110.0,110.0,0.33,21
2886,Italy,Brand 130,75.0,75.0,3.08,18
2887,Chile,Brand 5,60.0,60.0,6.97,30
2888,Italy,Brand 1,75.0,75.0,5.85,25
2889,Thailand,Brand 21,100.0,100.0,5.43,15
2890,Vietnam,Brand 388,200.0,200.0,0.45,19
2891,Vietnam,Brand 296,100.0,100.0,1.43,24
2892,Vietnam,Brand 210,100.0,100.0,1.4,19
2893,South Africa,Brand 705,125.0,125.0,8.12,30
2894,Japan,Brand 143,130.0,130.0,2.94,52
2895,China,Brand 421,150.0,150.0,0.51,0
2896,Thailand,Brand 6,320.0,160.0,0.79,25
2897,Hong Kong - China,Brand 0,113.0,113.0,4.52,34
2898,Argentina,Brand 21,100.0,100.0,6.34,17
2899,China,Brand 706,50.0,50.0,1.82,9
2900,China,Brand 188,105.0,105.0,1.2,21
2901,Germany,Brand 667,50.0,50.0,8.76,17
2902,USA,Brand 5,164.43,164.43,1.8,37
2903,China,Brand 707,130.0,130.0,1.82,11
2904,China,Brand 432,60.0,60.0,3.9,21
2905,Mexico,Brand 0,138.0,138.0,1.3,33
2906,Mexico,Brand 0,113.0,113.0,0.78,40
2907,Austria,Brand 7,75.0,75.0,5.07,12
2908,USA,Brand 708,141.75,141.75,10.58,57
2909,USA,Brand 709,90.72,90.72,8.26,38
2910,USA,Brand 9,56.7,56.7,5.1,17
2911,USA,Brand 9,119.07,119.07,2.51,31
2912,South Korea,Brand 710,90.0,90.0,4.3,4
2913,South Korea,Brand 711,120.0,120.0,4.33,6
2914,Spain,Brand 93,75.0,75.0,2.57,35
2915,Belgium,Brand 0,75.0,75.0,5.73,23
2916,Turkey,Brand 1,75.0,75.0,2.53,37
2917,Vietnam,Brand 0,160.0,160.0,0.51,23
2918,Colombia,Brand 0,22.0,22.0,22.73,22
2919,USA,Brand 712,24.1,24.1,4.15,4
2920,Spain,Brand 0,75.0,75.0,5.33,19
2921,Thailand,Brand 5,65.0,65.0,1.88,24
2922,Hong Kong - China,Brand 713,100.0,100.0,1.54,16
2923,Switzerland,Brand 125,75.0,75.0,11.89,19
2924,New Zealand,Brand 550,100.0,100.0,2.73,23
2925,Czech Republic,Brand 667,75.0,75.0,8.91,26
2926,UK,Brand 714,75.0,75.0,3.16,20
2927,Italy,Brand 31,75.0,75.0,7.72,34
2928,Italy,Brand 715,100.0,100.0,5.08,33
2929,Poland,Brand 21,75.0,75.0,6.31,11
2930,Poland,Brand 5,75.0,75.0,6.72,29
2931,Norway,Brand 21,75.0,75.0,6.87,20
2932,Italy,Brand 716,75.0,75.0,7.72,18
2933,Italy,Brand 717,75.0,75.0,9.07,24
2934,Italy,Brand 718,75.0,75.0,2.57,27
2935,Norway,Brand 0,125.0,125.0,5.61,27
2936,Spain,Brand 18,125.0,125.0,0.57,21
2937,Chile,Brand 243,100.0,100.0,6.02,24
2938,Norway,Brand 0,75.0,75.0,6.77,20
2939,India,Brand 0,150.0,150.0,1.05,28
2940,India,Brand 719,80.0,80.0,1.36,24
2941,Austria,Brand 24,75.0,75.0,5.13,30
2942,Canada,Brand 708,42.5,42.5,14.26,54
2943,Taiwan - China,Brand 162,280.0,140.0,1.9,4
2944,China,Brand 720,120.0,120.0,3.08,21
2945,China,Brand 588,81.0,81.0,5.27,25
2946,China,Brand 11,120.0,120.0,1.62,16
2947,Argentina,Brand 721,116.0,116.0,5.24,32
2948,Argentina,Brand 5,100.0,100.0,3.22,43
2949,South Africa,Brand 9,50.0,50.0,8.3,30
2950,South Africa,Brand 9,50.0,50.0,18.96,26
2951,South Africa,Brand 36,75.0,75.0,4.75,23
2952,Saudi Arabia,Brand 24,75.0,75.0,3.47,34
2953,Austria,Brand 21,75.0,75.0,4.27,29
2954,Argentina,Brand 523,60.0,60.0,6.65,8
2955,Portugal,Brand 0,75.0,75.0,3.37,26
2956,Vietnam,Brand 159,75.0,75.0,1.41,14
2957,Austria,Brand 7,75.0,75.0,8.45,32
2958,Austria,Brand 0,75.0,75.0,4.39,23
2959,Czech Republic,Brand 39,50.0,50.0,9.38,25
2960,Turkey,Brand 558,100.0,100.0,1.06,33
2961,Vietnam,Brand 5,215.0,215.0,2.51,44
2962,Portugal,Brand 93,75.0,75.0,4.23,35
2963,India,Brand 389,150.0,150.0,0.61,8
2964,Brazil,Brand 21,50.0,50.0,6.24,28
2965,Vietnam,Brand 93,75.0,75.0,3.07,20
2966,USA,Brand 5,170.1,170.1,1.75,38
2967,China,Brand 344,70.0,70.0,2.4,21
2968,China,Brand 722,160.0,160.0,1.74,18
2969,China,Brand 643,40.0,40.0,3.68,19
2970,China,Brand 442,100.0,100.0,1.52,13
2971,China,Brand 632,50.0,50.0,3.04,29
2972,Ireland,Brand 0,75.0,75.0,2.36,25
2973,Spain,Brand 21,125.0,125.0,2.36,38
2974,USA,Brand 0,113.4,113.4,3.52,32
2975,Brazil,Brand 1,170.0,170.0,1.01,30
2976,Vietnam,Brand 296,120.0,120.0,2.12,21
2977,South Korea,Brand 723,125.0,125.0,2.62,6
2978,South Korea,Brand 724,50.0,50.0,20.98,6
2979,Colombia,Brand 0,75.0,75.0,4.01,27
2980,Colombia,Brand 0,100.0,100.0,5.06,28
2981,Colombia,Brand 725,67.5,67.5,1.21,31
2982,Colombia,Brand 0,75.0,75.0,4.51,25
2983,Colombia,Brand 0,75.0,75.0,5.43,26
2984,Indonesia,Brand 296,100.0,100.0,1.91,22
2985,Egypt,Brand 726,125.0,125.0,1.14,18
2986,Denmark,Brand 266,200.0,50.0,3.58,33
2987,South Africa,Brand 24,75.0,75.0,3.47,36
2988,Israel,Brand 21,100.0,100.0,2.51,29
2989,Ireland,Brand 9,75.0,75.0,7.6,26
2990,Colombia,Brand 0,75.0,75.0,5.2,29
2991,Spain,Brand 24,75.0,75.0,3.37,31
2992,Spain,Brand 1,16.0,16.0,7.94,26
2993,India,Brand 0,80.0,80.0,3.21,22
2994,India,Brand 68,80.0,80.0,1.24,21
2995,Italy,Brand 0,75.0,75.0,4.05,21
2996,Italy,Brand 727,40.0,40.0,21.9,24
2997,China,Brand 400,50.0,50.0,2.32,21
2998,China,Brand 231,130.0,130.0,1.42,21
2999,Brazil,Brand 1,90.0,90.0,0.97,36
3000,China,Brand 632,120.0,120.0,1.23,22
3001,Australia,Brand 9,100.0,100.0,5.12,36
3002,Vietnam,Brand 12,160.0,160.0,0.91,24
3003,Vietnam,Brand 0,200.0,200.0,0.35,24
3004,Argentina,Brand 0,90.0,90.0,1.57,46
3005,Thailand,Brand 0,160.0,160.0,1.09,25
3006,Italy,Brand 393,75.0,75.0,1.49,25
3007,Japan,Brand 20,90.0,90.0,19.22,71
3008,Japan,Brand 143,115.0,115.0,4.34,27
3009,Italy,Brand 228,95.0,95.0,4.66,15
3010,USA,Brand 728,113.4,113.4,7.05,8
3011,Hong Kong - China,Brand 162,40.0,40.0,4.4,22
3012,Germany,Brand 24,75.0,75.0,4.21,37
3013,Italy,Brand 24,75.0,75.0,1.68,30
3014,Chile,Brand 0,50.0,50.0,2.46,17
3015,Canada,Brand 9,120.0,120.0,2.33,29
3016,Ireland,Brand 231,100.0,100.0,1.26,25
3017,Vietnam,Brand 12,160.0,160.0,0.91,21
3018,France,Brand 0,75.0,75.0,5.72,29
3019,South Africa,Brand 221,150.0,150.0,2.37,18
3020,Saudi Arabia,Brand 1,75.0,75.0,0.68,19
3021,Netherlands,Brand 1,75.0,75.0,4.56,31
3022,Netherlands,Brand 0,75.0,75.0,6.76,29
3023,Netherlands,Brand 24,50.0,50.0,8.86,26
3024,Vietnam,Brand 470,62.0,62.0,0.87,16
3025,Vietnam,Brand 10,45.0,45.0,1.49,19
3026,South Korea,Brand 729,150.0,150.0,2.61,4
3027,South Korea,Brand 207,90.0,90.0,4.86,4
3028,USA,Brand 21,170.1,170.1,1.35,23
3029,Brazil,Brand 0,90.0,90.0,2.47,41
3030,Saudi Arabia,Brand 21,125.0,125.0,2.82,32
3031,Greece,Brand 730,100.0,100.0,11.57,29
3032,Greece,Brand 731,75.0,75.0,12.56,28
3033,Thailand,Brand 20,80.0,80.0,1.49,21
3034,Thailand,Brand 21,160.0,160.0,2.79,22
3035,UK,Brand 21,100.0,100.0,2.85,29
3036,Thailand,Brand 732,160.0,160.0,4.83,72
3037,China,Brand 201,100.0,100.0,2.84,16
3038,UK,Brand 0,25.0,25.0,7.6,25
3039,Australia,Brand 21,63.0,63.0,3.22,22
3040,Russia,Brand 115,75.0,75.0,14.07,29
3041,Ireland,Brand 0,75.0,75.0,8.25,29
3042,UK,Brand 0,75.0,75.0,8.44,29
3043,Egypt,Brand 0,100.0,100.0,1.38,22
3044,USA,Brand 21,158.76,158.76,2.14,33
3045,UK,Brand 0,75.0,75.0,8.6,28
3046,India,Brand 21,160.0,80.0,1.96,20
3047,Argentina,Brand 21,170.0,170.0,2.26,28
3048,Argentina,Brand 21,90.0,90.0,4.71,22
3049,Argentina,Brand 21,170.0,170.0,2.1,21
3050,Portugal,Brand 8,50.0,50.0,8.42,26
3051,Portugal,Brand 444,75.0,75.0,7.77,26
3052,Portugal,Brand 524,75.0,75.0,1.39,28
3053,Portugal,Brand 0,75.0,75.0,1.65,19
3054,China,Brand 79,115.0,115.0,1.3,30
3055,China,Brand 268,120.0,120.0,3.81,21
3056,Canada,Brand 9,28.3,28.3,31.59,17
3057,China,Brand 604,120.0,120.0,3.17,15
3058,India,Brand 0,150.0,150.0,0.85,24
3059,Denmark,Brand 1,75.0,75.0,6.8,26
3060,UK,Brand 231,100.0,100.0,1.19,25
3061,Argentina,Brand 21,100.0,100.0,5.63,37
3062,Argentina,Brand 25,90.0,90.0,1.32,19
3063,Brazil,Brand 110,50.0,50.0,2.78,23
3064,China,Brand 588,100.0,100.0,2.19,22
3065,Venezuela,Brand 0,75.0,75.0,3.17,25
3066,India,Brand 0,150.0,150.0,1.06,26
3067,Saudi Arabia,Brand 235,120.0,120.0,2.53,28
3068,Italy,Brand 1,75.0,75.0,3.16,25
3069,China,Brand 733,220.0,220.0,1.06,16
3070,Italy,Brand 1,75.0,75.0,3.25,23
3071,Hong Kong - China,Brand 12,160.0,160.0,0.71,27
3072,South Africa,Brand 0,75.0,75.0,1.97,28
3073,Vietnam,Brand 95,130.0,130.0,3.66,26
3074,Italy,Brand 24,75.0,75.0,1.64,49
3075,Vietnam,Brand 734,175.0,175.0,2.58,21
3076,Spain,Brand 333,100.0,100.0,9.94,27
3077,Hungary,Brand 0,75.0,75.0,3.91,26
3078,USA,Brand 5,170.1,170.1,2.04,32
3079,Indonesia,Brand 129,190.0,190.0,0.43,33
3080,Russia,Brand 735,160.0,160.0,2.61,21
3081,Netherlands,Brand 0,75.0,75.0,3.01,19
3082,UK,Brand 0,75.0,75.0,8.44,29
3083,Czech Republic,Brand 736,95.0,95.0,4.53,22
3084,Hungary,Brand 0,75.0,75.0,2.88,24
3085,South Korea,Brand 729,150.0,150.0,2.35,4
3086,Netherlands,Brand 21,50.0,50.0,7.3,20
3087,India,Brand 0,80.0,80.0,1.38,23
3088,Italy,Brand 24,75.0,75.0,1.64,27
3089,New Zealand,Brand 21,90.0,90.0,8.02,25
3090,New Zealand,Brand 21,100.0,100.0,4.87,32
3091,Brazil,Brand 186,100.0,100.0,1.1,20
3092,Italy,Brand 1,75.0,75.0,2.31,21
3093,Brazil,Brand 377,200.0,100.0,3.17,43
3094,Brazil,Brand 186,90.0,90.0,0.98,24
3095,Canada,Brand 0,85.0,85.0,3.51,28
3096,Turkey,Brand 0,75.0,75.0,8.05,40
3097,Vietnam,Brand 0,20.0,20.0,3.3,3
3098,India,Brand 0,160.0,80.0,1.48,39
3099,Switzerland,Brand 631,75.0,75.0,9.68,26
3100,Greece,Brand 21,75.0,75.0,3.77,23
3101,Greece,Brand 93,50.0,50.0,6.22,21
3102,Greece,Brand 93,75.0,75.0,4.15,35
3103,Philippines,Brand 0,40.0,40.0,2.95,28
3104,Germany,Brand 132,125.0,125.0,0.4,20
3105,UK,Brand 21,100.0,100.0,2.53,31
3106,Germany,Brand 243,75.0,75.0,2.57,24
3107,India,Brand 68,40.0,40.0,0.45,23
3108,India,Brand 0,200.0,200.0,0.62,17
3109,UK,Brand 21,100.0,100.0,1.97,29
3110,UK,Brand 21,100.0,100.0,1.73,23
3111,Japan,Brand 20,100.0,100.0,7.4,30
3112,UK,Brand 231,100.0,100.0,0.62,20
3113,UK,Brand 231,75.0,75.0,0.53,19
3114,China,Brand 737,160.0,160.0,1.79,21
3115,Russia,Brand 0,75.0,75.0,5.91,21
3116,Russia,Brand 738,50.0,50.0,11.7,30
3117,Russia,Brand 122,60.0,60.0,3.68,38
3118,Russia,Brand 53,75.0,75.0,1.68,18
3119,China,Brand 1,100.0,100.0,2.14,38
3120,China,Brand 582,125.0,125.0,2.51,32
3121,Venezuela,Brand 0,100.0,100.0,3.36,19
3122,Spain,Brand 0,75.0,75.0,4.48,29
3123,Russia,Brand 21,75.0,75.0,2.52,29
3124,Philippines,Brand 0,110.0,110.0,2.68,25
3125,China,Brand 292,160.0,160.0,1.0,30
3126,China,Brand 739,150.0,150.0,1.69,15
3127,India,Brand 66,300.0,300.0,0.64,26
3128,Spain,Brand 24,75.0,75.0,1.65,49
3129,China,Brand 0,113.0,113.0,4.04,21
3130,Brazil,Brand 1,90.0,90.0,0.89,26
3131,South Africa,Brand 1,100.0,100.0,1.37,21
3132,Mexico,Brand 5,150.0,150.0,2.49,29
3133,China,Brand 740,95.0,95.0,1.26,19
3134,China,Brand 722,105.0,105.0,4.28,16
3135,Egypt,Brand 66,150.0,150.0,1.91,19
3136,China,Brand 707,120.0,120.0,1.61,9
3137,Indonesia,Brand 21,100.0,100.0,2.29,12
3138,Portugal,Brand 5,75.0,75.0,4.63,28
3139,Brazil,Brand 436,50.0,50.0,2.38,18
3140,Norway,Brand 741,20.0,20.0,30.15,22
3141,Belgium,Brand 21,75.0,75.0,7.93,14
3142,Norway,Brand 0,75.0,75.0,3.85,34
3143,Taiwan - China,Brand 0,120.0,120.0,4.2,10
3144,China,Brand 742,45.0,45.0,2.31,15
3145,Brazil,Brand 186,90.0,90.0,3.14,24
3146,India,Brand 92,200.0,200.0,0.37,4
3147,Thailand,Brand 231,100.0,100.0,1.27,21
3148,Brazil,Brand 5,70.0,70.0,4.1,30
3149,Greece,Brand 5,75.0,75.0,5.79,34
3150,Vietnam,Brand 1,100.0,100.0,0.67,23
3151,Germany,Brand 0,75.0,75.0,4.72,29
3152,Israel,Brand 5,100.0,100.0,5.09,31
3153,Egypt,Brand 21,100.0,100.0,3.56,6
3154,Egypt,Brand 1,75.0,75.0,2.84,32
3155,South Africa,Brand 1,100.0,100.0,0.98,32
3156,South Africa,Brand 0,100.0,100.0,1.44,35
3157,Portugal,Brand 743,75.0,75.0,1.31,20
3158,Brazil,Brand 192,50.0,50.0,2.38,21
3159,India,Brand 21,91.6,91.6,3.86,23
3160,India,Brand 48,80.0,80.0,0.6,2
3161,Germany,Brand 21,375.0,75.0,1.65,22
3162,China,Brand 240,120.0,120.0,0.47,1
3163,China,Brand 632,90.0,90.0,0.89,20
3164,China,Brand 11,30.0,30.0,1.57,11
3165,China,Brand 744,175.0,175.0,1.82,24
3166,South Africa,Brand 1,125.0,125.0,0.81,29
3167,China,Brand 632,105.0,105.0,0.84,21
3168,Vietnam,Brand 10,150.0,150.0,1.14,18
3169,Colombia,Brand 114,100.0,100.0,15.54,33
3170,Singapore,Brand 162,120.0,120.0,3.58,25
3171,Vietnam,Brand 1,18.0,18.0,3.89,3
3172,Egypt,Brand 485,50.0,50.0,3.56,19
3173,Hong Kong - China,Brand 21,100.0,100.0,5.37,13
3174,Hong Kong - China,Brand 0,40.0,40.0,2.53,22
3175,Saudi Arabia,Brand 0,75.0,75.0,6.33,29
3176,Ireland,Brand 21,100.0,100.0,4.54,29
3177,Ireland,Brand 21,100.0,100.0,6.77,20
3178,USA,Brand 0,130.41,130.41,2.29,27
3179,Argentina,Brand 5,140.0,140.0,1.84,13
3180,Australia,Brand 21,90.0,90.0,10.36,25
3181,Czech Republic,Brand 21,75.0,75.0,6.09,22
3182,Turkey,Brand 646,100.0,100.0,2.19,27
3183,Thailand,Brand 745,120.0,120.0,9.03,30
3184,Thailand,Brand 9,42.5,42.5,28.54,19
3185,USA,Brand 0,155.93,155.93,3.71,4
3186,India,Brand 66,200.0,200.0,0.33,16
3187,Thailand,Brand 3,100.0,100.0,4.46,22
3188,Germany,Brand 659,75.0,75.0,1.64,23
3189,India,Brand 68,35.0,35.0,0.51,27
3190,India,Brand 68,150.0,150.0,0.83,23
3191,India,Brand 0,200.0,200.0,0.49,7
3192,India,Brand 68,80.0,80.0,0.89,23
3193,USA,Brand 746,198.45,198.45,3.02,24
3194,Spain,Brand 555,100.0,100.0,1.24,20
3195,Japan,Brand 304,45.0,45.0,16.93,27
3196,China,Brand 0,200.0,200.0,1.19,21
3197,Switzerland,Brand 83,75.0,75.0,4.07,21
3198,Czech Republic,Brand 354,50.0,50.0,0.88,19
3199,Czech Republic,Brand 196,100.0,100.0,3.67,43
3200,Czech Republic,Brand 231,100.0,100.0,1.53,28
3201,Sweden,Brand 1,75.0,75.0,4.16,25
3202,Sweden,Brand 24,50.0,50.0,7.12,29
3203,Sweden,Brand 24,20.0,20.0,38.65,28
3204,Egypt,Brand 5,75.0,75.0,3.24,24
3205,Czech Republic,Brand 231,125.0,125.0,0.78,21
3206,Australia,Brand 9,120.0,120.0,3.43,32
3207,Germany,Brand 747,150.0,75.0,1.65,27
3208,Australia,Brand 748,450.0,150.0,0.68,33
3209,UK,Brand 36,75.0,75.0,6.36,26
3210,UK,Brand 21,50.0,50.0,3.14,23
3211,UK,Brand 21,50.0,50.0,3.14,22
3212,Germany,Brand 0,75.0,75.0,2.07,36
3213,UK,Brand 231,75.0,75.0,2.12,22
3214,UK,Brand 21,50.0,50.0,3.14,21
3215,Japan,Brand 244,90.0,90.0,6.66,56
3216,UK,Brand 1,200.0,100.0,1.08,25
3217,India,Brand 66,100.0,100.0,0.69,19
3218,Germany,Brand 385,75.0,75.0,8.2,25
3219,Japan,Brand 244,90.0,90.0,6.66,59
3220,Japan,Brand 244,140.0,140.0,2.56,56
3221,Brazil,Brand 0,90.0,90.0,0.56,35
3222,USA,Brand 0,130.41,130.41,3.21,24
3223,Venezuela,Brand 5,75.0,75.0,3.52,31
3224,Japan,Brand 278,100.0,100.0,12.05,59
3225,Austria,Brand 667,75.0,75.0,7.93,27
3226,Greece,Brand 749,100.0,100.0,1.23,22
3227,Israel,Brand 750,100.0,100.0,4.13,40
3228,Israel,Brand 5,100.0,100.0,4.9,30
3229,South Africa,Brand 1,100.0,100.0,1.89,27
3230,Venezuela,Brand 9,127.0,127.0,5.88,17
3231,Brazil,Brand 0,90.0,90.0,0.94,19
3232,Spain,Brand 21,100.0,100.0,3.09,32
3233,Vietnam,Brand 0,160.0,160.0,0.5,23
3234,Greece,Brand 0,75.0,75.0,5.2,29
3235,USA,Brand 745,119.07,119.07,5.01,30
3236,Argentina,Brand 0,180.0,180.0,1.09,18
3237,Norway,Brand 0,50.0,50.0,5.36,23
3238,Norway,Brand 751,75.0,75.0,6.13,26
3239,Australia,Brand 0,110.0,110.0,7.55,20
3240,Argentina,Brand 0,180.0,180.0,1.01,19
3241,Czech Republic,Brand 21,100.0,100.0,2.04,25
3242,Taiwan - China,Brand 752,140.0,140.0,2.15,7
3243,China,Brand 8,40.0,40.0,2.38,16
3244,India,Brand 0,300.0,150.0,0.84,20
3245,Turkey,Brand 25,150.0,75.0,0.53,35
3246,Taiwan - China,Brand 195,320.0,160.0,1.68,6
3247,Argentina,Brand 523,60.0,60.0,8.3,3
3248,South Africa,Brand 7,75.0,75.0,7.13,23
3249,Argentina,Brand 753,90.0,90.0,5.26,26
3250,Sweden,Brand 0,75.0,75.0,3.24,23
3251,Sweden,Brand 21,75.0,75.0,3.53,25
3252,Sweden,Brand 0,75.0,75.0,3.24,23
3253,Indonesia,Brand 1,190.0,190.0,0.58,22
3254,Taiwan - China,Brand 162,320.0,160.0,1.04,8
3255,Argentina,Brand 252,90.0,90.0,1.96,21
3256,Philippines,Brand 0,160.0,160.0,1.82,27
3257,China,Brand 518,200.0,200.0,1.32,15
3258,China,Brand 446,220.0,110.0,2.58,15
3259,USA,Brand 21,158.76,158.76,1.68,33
3260,China,Brand 368,110.0,110.0,1.4,19
3261,China,Brand 400,120.0,120.0,0.95,27
3262,Vietnam,Brand 5,215.0,215.0,2.52,41
3263,Vietnam,Brand 470,160.0,160.0,0.76,17
3264,India,Brand 754,100.0,100.0,0.49,13
3265,Spain,Brand 55,75.0,75.0,9.77,36
3266,Thailand,Brand 1,160.0,160.0,0.78,19
3267,India,Brand 215,100.0,100.0,1.13,40
3268,Thailand,Brand 283,75.0,75.0,1.49,20
3269,China,Brand 344,70.0,70.0,2.24,19
3270,South Africa,Brand 9,115.0,115.0,3.01,25
3271,Thailand,Brand 12,120.0,120.0,3.18,27
3272,Hungary,Brand 0,50.0,50.0,3.46,25
3273,Hungary,Brand 21,50.0,50.0,2.38,22
3274,South Africa,Brand 21,100.0,100.0,0.97,30
3275,Venezuela,Brand 0,138.0,138.0,2.55,24
3276,USA,Brand 306,73.71,73.71,6.77,38
3277,Hungary,Brand 31,50.0,50.0,5.96,25
3278,Hungary,Brand 31,75.0,75.0,6.44,24
3279,Hungary,Brand 21,75.0,75.0,4.73,20
3280,Hungary,Brand 31,50.0,50.0,5.98,22
3281,Hungary,Brand 31,75.0,75.0,7.53,36
3282,Hungary,Brand 21,75.0,75.0,7.44,15
3283,Hungary,Brand 21,75.0,75.0,7.44,11
3284,Austria,Brand 21,75.0,75.0,4.05,0
3285,Brazil,Brand 0,90.0,90.0,1.84,24
3286,South Africa,Brand 21,100.0,100.0,1.61,22
3287,Japan,Brand 244,35.0,35.0,10.0,62
3288,Germany,Brand 24,100.0,100.0,1.6,31
3289,Germany,Brand 1,75.0,75.0,1.24,22
3290,Germany,Brand 24,100.0,100.0,1.6,29
3291,Germany,Brand 21,150.0,75.0,2.48,27
3292,Germany,Brand 21,150.0,75.0,2.48,25
3293,Germany,Brand 0,225.0,75.0,1.65,27
3294,Vietnam,Brand 693,75.0,75.0,2.45,21
3295,Vietnam,Brand 21,181.4,181.4,2.88,37
3296,India,Brand 0,120.0,120.0,1.95,19
3297,Portugal,Brand 5,75.0,75.0,6.28,32
3298,Germany,Brand 0,225.0,75.0,1.65,21
3299,Italy,Brand 755,75.0,75.0,1.64,23
3300,Vietnam,Brand 95,25.0,25.0,12.56,29
3301,Japan,Brand 244,50.0,50.0,17.18,39
3302,China,Brand 302,130.0,130.0,1.57,25
3303,Thailand,Brand 6,160.0,160.0,1.2,31
3304,Portugal,Brand 364,50.0,25.0,7.68,21
3305,China,Brand 756,90.0,90.0,1.44,20
3306,Portugal,Brand 524,100.0,100.0,1.23,33
3307,India,Brand 0,400.0,200.0,0.53,19
3308,India,Brand 215,200.0,200.0,1.01,26
3309,UK,Brand 3,100.0,100.0,2.15,23
3310,UK,Brand 391,75.0,75.0,1.91,18
3311,UK,Brand 391,100.0,100.0,1.59,20
3312,India,Brand 68,175.0,175.0,0.31,21
3313,UK,Brand 272,75.0,75.0,12.92,35
3314,China,Brand 757,120.0,120.0,0.43,23
3315,China,Brand 758,30.0,10.0,7.43,0
3316,South Korea,Brand 759,120.0,120.0,3.34,6
3317,South Korea,Brand 760,120.0,120.0,6.22,7
3318,Vietnam,Brand 210,100.0,100.0,1.71,26
3319,Brazil,Brand 0,90.0,90.0,1.13,20
3320,China,Brand 761,120.0,120.0,4.23,24
3321,UK,Brand 762,100.0,100.0,1.56,20
3322,Ireland,Brand 21,75.0,75.0,8.76,20
3323,Germany,Brand 24,100.0,100.0,1.6,38
